Rank,Error Message,Snippet IDs
21,"extraneous input ')' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['6562_1', '13379_0', '27695_2', '28040_1', '32101_1', '36758_0', '41082_2', '41157_0', '41188_0', '48059_0', '54855_2', '63617_0', '64042_0', '65506_0', '66169_0', '96956_0', '97421_0', '107088_0', '110076_0', '115396_0', '142508_1']"
20,"mismatched input '(' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['28040_1', '32101_1', '43260_1', '48635_2', '54855_2', '63617_0', '63617_1', '64042_0', '64483_1', '64483_3', '77691_1', '78820_4', '90119_1', '98023_1', '113697_3', '123701_0', '130662_2', '137255_1', '137255_3', '137326_0']"
20,"mismatched input '.' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['50605_0', '59010_0', '60511_0', '60555_1', '62932_2', '66273_0', '76215_0', '77721_2', '79284_1', '79603_1', '90243_0', '91466_1', '102348_1', '103618_0', '110956_2', '111285_0', '115349_0', '130509_3', '137780_1', '140176_0']"
19,"mismatched input '{' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}","['24788_0', '28792_0', '31567_0', '32101_1', '41546_1', '48635_2', '54855_2', '61766_0', '62199_1', '63328_0', '63617_1', '64042_0', '88108_1', '89781_0', '91388_0', '96570_0', '114715_0', '129947_0', '140788_4']"
19,"mismatched input 'the' expecting {'=', ';', NL}","['32101_1', '50889_0', '56656_0', '67868_0', '83515_0', '83515_1', '91818_0', '92365_0', '92576_1', '98685_1', '99943_0', '103618_0', '103860_2', '107019_0', '109457_3', '112453_1', '123657_2', '133231_2', '137414_1']"
18,"mismatched input '.' expecting {'from', '}', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier, NL}","['2567_2', '11056_0', '27719_0', '45015_0', '54415_2', '62358_4', '63349_0', '76691_2', '76691_3', '92948_2', '96556_2', '110032_0', '123540_0', '129365_0', '133752_5', '133907_2', '133907_3', '140312_0']"
18,"mismatched input ',' expecting {';', NL}","['6562_1', '12716_1', '26948_1', '39456_1', '59820_1', '64042_0', '83649_2', '110076_0', '110717_1', '122545_0', '123076_0', '123657_2', '134174_0', '134348_3', '140132_0', '140516_1', '146826_0', '147738_0']"
17,"extraneous input ',' expecting {';', NL}","['7325_3', '10390_0', '11030_3', '12716_1', '27131_0', '72888_0', '72818_0', '96956_0', '106575_0', '110076_0', '110717_1', '119431_2', '124038_0', '134071_2', '140516_1', '142508_1', '145345_0']"
16,"extraneous input ',' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['11056_1', '16082_1', '38001_0', '42200_0', '42200_1', '58984_0', '70394_3', '73737_0', '82907_1', '92948_2', '92975_0', '98201_0', '106263_0', '114549_0', '122718_0', '132167_2']"
16,"mismatched input '.' expecting {'{', 'returns', ';', NL}","['26674_7', '47692_2', '52851_1', '59871_0', '60511_0', '67502_0', '77343_0', '77343_1', '84292_0', '89464_0', '92204_1', '92948_2', '116857_1', '126846_2', '136595_0', '140532_0']"
15,"mismatched input '.' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['1511_2', '13379_0', '13379_1', '42200_0', '42200_1', '55173_0', '64511_0', '66393_2', '66574_0', '66574_1', '67502_0', '84292_0', '91520_4', '137539_0', '142965_1']"
15,"mismatched input 'x' expecting {';', NL}","['1692_0', '65962_1', '77979_1', '79284_1', '90525_0', '90758_0', '91239_1', '102348_1', '110956_2', '111285_0', '123906_0', '130509_3', '130689_0', '140176_0', '142251_1']"
15,"mismatched input 'to' expecting {'=', ';', NL}","['2718_2', '41255_0', '62572_3', '62572_4', '69564_0', '91818_0', '92365_0', '97457_0', '98685_1', '103461_0', '103618_0', '103860_2', '112453_1', '121510_0', '132050_0']"
15,missing '}' at 'contract',"['3091_0', '11056_1', '23501_1', '25027_0', '27777_0', '33811_0', '36062_0', '56316_3', '70243_0', '85319_0', '90541_0', '94303_3', '101852_0', '130155_2', '141757_0']"
15,"mismatched input '[' expecting {'=', ';', NL}","['7094_0', '30853_1', '33856_1', '40874_0', '64584_0', '69825_1', '74729_0', '87153_0', '89543_0', '89981_0', '114549_0', '122545_0', '128121_0', '142508_1', '147387_0']"
15,"mismatched input '.' expecting {'from', ')', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['26542_0', '45559_3', '49554_0', '49554_1', '52851_1', '59890_0', '59871_1', '70394_3', '70975_1', '71792_0', '78536_2', '78536_4', '95205_0', '102348_1', '112399_2']"
14,"extraneous input '}' expecting {';', NL}","['2942_0', '3703_4', '23699_1', '34507_0', '35545_0', '51707_0', '58368_0', '61766_0', '63328_0', '76436_0', '97421_0', '114715_0', '115396_0', '127637_1']"
14,"mismatched input 'return' expecting {'{', 'returns', ';', NL}","['7094_0', '21755_0', '38838_0', '66962_0', '76529_0', '78038_0', '82907_1', '87244_1', '106263_0', '114549_0', '119056_0', '141797_0', '141804_0', '143278_1']"
14,mismatched input ';' expecting '(',"['21051_0', '43931_2', '50333_0', '55067_0', '56656_0', '60675_2', '67868_0', '83515_2', '83849_0', '91388_0', '99909_0', '101782_0', '134323_0', '138633_0']"
14,"extraneous input '**' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['43931_2', '58407_0', '69055_1', '76697_0', '79353_0', '85374_0', '90264_0', '90555_0', '110818_0', '114073_0', '123410_0', '126706_2', '128881_0', '133914_0']"
13,"mismatched input 'is' expecting {'=', ';', NL}","['50365_0', '56656_0', '67868_0', '74703_1', '74703_2', '91818_0', '92553_2', '99943_0', '107163_0', '121510_0', '135644_0', '137682_1', '145519_1']"
12,"mismatched input '(' expecting {'{', 'is'}","['1692_0', '7818_0', '12642_0', '63493_3', '74562_1', '74562_2', '91580_0', '93027_0', '102466_0', '130774_0', '133798_0', '140735_1']"
12,"mismatched input '<EOF>' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}","['3669_1', '21198_0', '48467_1', '56164_2', '63349_1', '66456_1', '96987_2', '102609_2', '103544_0', '110647_0', '115380_1', '140469_1']"
12,"mismatched input ':' expecting {';', NL}","['82866_1', '97457_0', '102046_0', '103118_0', '110717_1', '114027_1', '123076_0', '124038_0', '125616_1', '130676_1', '131455_3', '140516_1']"
11,no viable alternative at input 'Warning:',"['17060_1', '50697_0', '66962_1', '76026_1', '82888_3', '111190_0', '114451_1', '121328_2', '139921_1', '143026_1', '145668_0']"
11,no viable alternative at input 'ParserError:',"['54521_2', '64170_1', '83640_1', '90737_1', '93297_0', '98279_0', '114385_0', '120891_0', '122599_0', '127840_1', '131050_0']"
10,"mismatched input ']' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['7094_0', '33856_1', '40874_0', '57321_0', '64584_0', '114549_0', '122056_0', '122545_0', '128121_0', '142508_1']"
10,"extraneous input 'public' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier, NL}","['16318_3', '29642_1', '31256_0', '31256_1', '50605_0', '59890_0', '64776_0', '90097_0', '90097_1', '107190_0']"
10,"mismatched input '}' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}","['27695_2', '39259_1', '65506_0', '71656_0', '90555_0', '92576_1', '110839_0', '112509_1', '119327_3', '133914_0']"
10,"mismatched input '}' expecting {';', NL}","['34507_0', '66284_1', '72352_0', '72352_1', '83299_0', '96956_0', '119559_1', '127637_0', '140516_1', '142508_1']"
10,"extraneous input ')' expecting {<EOF>, '~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}","['35639_0', '58432_0', '66284_1', '83299_0', '110717_1', '124038_0', '127637_0', '140516_1', '140788_4', '145345_0']"
10,"mismatched input ':' expecting {'=', ';', NL}","['37065_1', '69564_0', '92782_0', '97421_0', '97457_0', '117975_0', '125616_1', '133231_2', '134053_0', '147688_0']"
10,"mismatched input '>' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['48593_1', '58984_0', '64715_0', '65782_0', '76863_1', '91830_0', '92502_1', '99937_0', '115387_0', '118597_1']"
10,no viable alternative at input 'DeclarationError:',"['52490_2', '61808_1', '98182_1', '98461_1', '109520_0', '120571_0', '127009_0', '130846_2', '132923_2', '137991_0']"
10,"mismatched input '/' expecting {'as', 'from'}","['62443_0', '62502_0', '103512_0', '117480_0', '117480_1', '118094_0', '120469_0', '124965_0', '124972_0', '135088_0']"
10,"extraneous input 'public' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}","['64789_3', '72543_0', '97574_1', '109320_0', '125155_1', '129948_0', '134174_0', '136078_1', '140772_0', '140788_0']"
9,"extraneous input ';' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['2567_0', '37858_0', '39259_1', '58407_0', '80947_3', '87574_0', '94720_0', '115387_0', '117408_0']"
9,no viable alternative at input '_}',"['1919_0', '3669_1', '3871_0', '4543_0', '5861_0', '7526_0', '7684_0', '98840_0', '119257_0']"
9,"extraneous input '/' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['5798_0', '28640_1', '59750_2', '82201_1', '90774_1', '119220_0', '125616_1', '129406_5', '144250_0']"
9,"mismatched input '{' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['10981_0', '11146_1', '24937_0', '55900_0', '59010_0', '82907_1', '122959_12', '143262_2', '143278_1']"
9,"extraneous input '.' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['11782_0', '43260_1', '57592_1', '63493_3', '68477_0', '93027_0', '119512_1', '130774_0', '142508_1']"
9,"extraneous input 'return' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}","['24937_0', '40525_3', '54522_1', '64170_0', '76436_1', '82907_1', '114549_0', '127842_0', '137634_0']"
9,"mismatched input ',' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['42200_0', '42200_1', '55067_0', '82907_1', '94855_0', '114549_0', '115323_0', '121924_1', '142508_1']"
9,"extraneous input '<' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['44525_3', '77697_1', '77713_1', '82792_1', '83836_0', '88285_2', '111042_1', '117340_0', '119011_4']"
9,"extraneous input '(' expecting {';', NL}","['65428_0', '97421_0', '110076_0', '110717_1', '114604_1', '124038_0', '129684_2', '136581_0', '145345_0']"
9,no viable alternative at input 'frombrownieimport',"['111118_0', '119067_0', '119978_1', '120453_1', '121988_0', '122205_0', '124047_0', '127178_1', '134452_0']"
8,"extraneous input '<' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['2567_0', '15168_0', '37858_0', '60357_1', '79924_2', '115387_0', '131454_0', '131454_1']"
8,"extraneous input ')' expecting {<EOF>, 'pragma', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'returns', 'event', 'enum', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', 'callback', 'override', Int, Uint, Byte, Fixed, Ufixed, 'constant', 'leave', 'external', 'internal', 'payable', 'private', 'public', 'virtual', 'pure', 'view', 'constructor', 'fallback', 'receive', Identifier, NL}","['3649_0', '65331_1', '109691_0', '126031_0', '132801_0', '133013_0', '136408_0', '142795_0']"
8,missing ')' at '{',"['7756_0', '23899_2', '54855_2', '63617_0', '64042_0', '77184_0', '84292_0', '124890_0']"
8,"extraneous input ')' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}","['9607_0', '41157_0', '41188_0', '87359_0', '92782_0', '114715_0', '119559_1', '140208_0']"
8,"mismatched input ')' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['17010_0', '32354_0', '40576_0', '50881_0', '72618_0', '92576_1', '117408_0', '142781_0']"
8,no viable alternative at input 'fromsolidity:',"['25027_1', '123701_2', '123984_0', '128635_0', '130670_0', '131469_1', '137649_1', '145035_1']"
