Rank,Error Message,Snippet IDs
6,no viable alternative at input 'decode_cbor[type=cborparsedata',"['69120777_0', '69754900_0', '70107436_2', '71302194_1', '72904936_0', '72904936_1']"
6,no viable alternative at input 'encode_tx[type=ethabiencode\nabi',"['69754900_0', '70017509_1', '70107436_2', '71302194_1', '72904936_0', '72904936_1']"
6,no viable alternative at input 'fromsolidity:',"['70685083_1', '71899314_0', '74410320_1', '74905877_1', '75101445_1', '75350233_0']"
6,no viable alternative at input 'const{expect}',"['72058787_0', '72356857_1', '73472272_1', '73837958_1', '74249392_8', '74865096_0']"
5,"mismatched input ']' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['49266401_0', '49426625_0', '62669838_0', '68964131_0', '76043242_0']"
5,"mismatched input '++' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['49426625_0', '62669838_0', '67036739_1', '68964131_0', '76043242_0']"
5,"mismatched input 'passing' expecting {';', NL}","['55598440_1', '71389974_0', '72584559_2', '72584559_7', '72750985_1']"
5,"extraneous input '<' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['55982661_0', '56494475_0', '69465001_0', '72904936_0', '72904936_1']"
5,"extraneous input ';' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['56494475_0', '60381305_0', '65766289_0', '67356893_0', '69465001_0']"
5,no viable alternative at input 'SPDX-License-Identifier:',"['68625587_2', '69725746_2', '70991884_1', '72766092_0', '75322467_0']"
5,no viable alternative at input 'submit_tx[type=ethtxto',"['69754900_0', '70107436_2', '71302194_1', '72904936_0', '72904936_1']"
5,"mismatched input '0.51.0' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['69975614_1', '70002163_0', '70002163_1', '70002163_3', '70002163_4']"
5,"no viable alternative at input 'decode_cbor[type=""cborparse""data'","['70073459_0', '71674583_1', '71674583_2', '71719772_0', '76328677_3']"
5,"no viable alternative at input 'parse[type=""jsonparse""path'","['70073459_0', '71674583_1', '71674583_2', '71719772_0', '76328677_3']"
5,"no viable alternative at input 'encode_data[type=""ethabiencode""abi'","['70073459_0', '71674583_1', '71674583_2', '71719772_0', '76328677_3']"
5,"no viable alternative at input 'encode_tx[type=""ethabiencode""\nabi'","['70073459_0', '71674583_1', '71674583_2', '71719772_0', '76328677_3']"
5,"no viable alternative at input 'submit_tx[type=""ethtx""to'","['70073459_0', '71674583_1', '71674583_2', '71719772_0', '76328677_3']"
5,no viable alternative at input 'Browniev1.18',"['71385097_0', '71394659_0', '71624208_2', '72338868_0', '74866881_1']"
4,"extraneous input 'return' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}","['42951618_1', '49426625_0', '57688908_0', '68964131_0']"
4,"mismatched input 'of' expecting {';', NL}","['49709000_4', '65670482_1', '71869681_1', '74609130_0']"
4,"mismatched input '.' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['49959824_0', '49959824_1', '56352718_0', '63490588_0']"
4,no viable alternative at input 'Contract:',"['50548823_2', '62111564_0', '62592874_0', '67755049_3']"
4,"mismatched input '{' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['51811011_1', '73134185_0', '75157442_4', '75350233_1']"
4,"mismatched input 'address' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['54904028_0', '68811499_2', '69386723_0', '71422238_0']"
4,"extraneous input '>' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['55598440_1', '68608281_1', '72604383_0', '72924778_2']"
4,"extraneous input 'failing' expecting {';', NL}","['55598440_1', '71389974_0', '72584559_2', '72750985_1']"
4,"extraneous input 'function' expecting {'~', 'from', ',', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['56627763_1', '70674359_19', '72925509_1', '74386781_0']"
4,"extraneous input 'contract' expecting {<EOF>, '~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}","['57690326_2', '57690326_3', '73536755_0', '73930583_0']"
4,no viable alternative at input '1)',"['59713819_2', '71839712_2', '72909871_5', '73525695_1']"
4,"extraneous input 'memory' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['62669838_0', '68991900_0', '71639967_0', '74198026_0']"
4,"extraneous input '/' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['62492748_0', '68625587_2', '70991884_1', '72626099_0']"
4,"mismatched input '/' expecting {'as', 'from'}","['64520130_2', '68391739_0', '68391739_1', '70625770_0']"
4,"mismatched input 'public' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['67703352_0', '67871713_2', '72089689_1', '72089689_2']"
4,"extraneous input ',' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['67765614_0', '67881834_0', '72222191_1', '72925509_0']"
4,no viable alternative at input 'ErrorHH606:',"['68163319_0', '73443077_0', '73888188_0', '73894872_1']"
4,no viable alternative at input 'DeclarationError:',"['68731404_0', '68785206_0', '70699192_1', '72460303_0']"
4,"mismatched input 'value' expecting {'=', ';', NL}","['69120777_0', '72729659_2', '73555739_1', '75319247_0']"
4,"mismatched input 'method' expecting {',', ']'}","['69120777_0', '69754900_0', '71719772_0', '76328677_3']"
4,"mismatched input 'url' expecting {';', NL}","['69120777_0', '69754900_0', '71719772_0', '76328677_3']"
4,"mismatched input 'if' expecting {'=', ';', NL}","['69754900_0', '72729659_2', '73555739_1', '75319247_0']"
4,"extraneous input '**' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}","['69971218_0', '70273380_0', '73084220_0', '74759453_0']"
4,"no viable alternative at input 'fetch[type=""bridge""name'","['70017509_1', '70073459_0', '71674583_1', '71674583_2']"
4,"mismatched input 'you' expecting {'=', ';', NL}","['70603320_2', '72729659_2', '73555739_1', '75319247_0']"
4,"extraneous input ')' expecting {<EOF>, 'pragma', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'returns', 'event', 'enum', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', 'callback', 'override', Int, Uint, Byte, Fixed, Ufixed, 'constant', 'leave', 'external', 'internal', 'payable', 'private', 'public', 'virtual', 'pure', 'view', 'constructor', 'fallback', 'receive', Identifier, NL}","['71129884_1', '72369941_0', '73182438_0', '74169730_0']"
4,"mismatched input 'externalJobID' expecting {';', NL}","['71674583_1', '71674583_2', '72904936_0', '72904936_1']"
4,"mismatched input 'while' expecting {'=', ';', NL}","['71869681_1', '72093394_2', '72750985_1', '73434613_0']"
4,"mismatched input 'processing' expecting {'(', NL}","['71869681_1', '72093394_2', '72750985_1', '73434613_0']"
4,"mismatched input 'reason' expecting {'=', ';', NL}","['71869681_1', '72093394_2', '72750985_1', '73434613_0']"
4,"mismatched input 'at' expecting {';', NL}","['71869681_1', '72093394_2', '72750985_1', '73434613_0']"
4,"mismatched input 'function' expecting {'=', ';', NL}","['72729659_2', '73555739_1', '75319247_0', '76151667_0']"
3,"mismatched input 'contract' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['42951618_1', '58605003_0', '75423884_2']"
3,"mismatched input '.' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['47254328_0', '66831960_0', '66930517_0']"
3,"extraneous input '==' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['47911527_0', '64236628_0', '74987758_0']"
3,no viable alternative at input 'require(',"['49481308_0', '69937922_0', '74987758_0']"
3,"extraneous input '=' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['51681604_0', '51663786_0', '69332569_0']"
3,"extraneous input ';' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}","['51811011_1', '65235689_0', '70793634_0']"
3,"extraneous input '--' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}","['51918349_1', '69725746_3', '73347418_0']"
3,"mismatched input 'is' expecting {'=', ';', NL}","['51918349_1', '67796286_0', '72224409_0']"
3,"extraneous input '**' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['52582875_0', '70273380_0', '73084220_0']"
3,"mismatched input '{' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}","['52690481_1', '72997257_0', '74386781_0']"
3,"extraneous input ')' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['52690481_1', '55398634_1', '67031948_0']"
3,"extraneous input ',' expecting {'=', ';', NL}","['53876848_0', '68656074_0', '73597585_0']"
3,no viable alternative at input 'Compiling./',"['54125211_0', '68608281_1', '71212620_3']"
3,"mismatched input 'hook' expecting {';', NL}","['55598440_1', '65670482_1', '71389974_0']"
3,"mismatched input 'ms' expecting {';', NL}","['55598440_1', '72584559_2', '72750985_1']"
3,"mismatched input 'a' expecting {'=', ';', NL}","['56723849_1', '72224409_0', '74745504_1']"
3,"extraneous input ':' expecting {'=', ';', NL}","['57688908_0', '68240564_0', '70189327_0']"
