Rank,Error Message,Snippet IDs
13,"extraneous input 'let' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['59713819_3', '61222017_3', '62247259_6', '67942961_2', '69099317_0', '69165981_0', '69974761_3', '70527000_2', '70804128_2', '70804128_3', '71471252_0', '72421775_1', '72973594_1']"
13,no viable alternative at input '(boolsuccess',"['60247222_3', '67557234_0', '68320066_1', '68320066_2', '69031707_2', '69267556_3', '69267556_4', '70856735_2', '71124750_0', '72354211_0', '73272138_2', '73405319_0', '73405319_1']"
13,"mismatched input 'has' expecting {'=', ';', NL}","['67419852_1', '68507885_1', '68507885_3', '68484713_1', '68951548_0', '69314742_0', '70270944_1', '70625770_1', '71666255_2', '72554752_1', '72729659_2', '73364556_0', '73555739_1']"
13,"mismatched input 'reverted' expecting {'=', ';', NL}","['67419852_1', '68507885_1', '68507885_3', '68484713_1', '68951548_0', '69314742_0', '70270944_1', '70625770_1', '71666255_2', '72554752_1', '72729659_2', '73364556_0', '73555739_1']"
13,"mismatched input 'state' expecting {'=', ';', NL}","['67419852_1', '68507885_1', '68507885_3', '68484713_1', '68951548_0', '69314742_0', '70270944_1', '70625770_1', '71666255_2', '72554752_1', '72729659_2', '73364556_0', '73555739_1']"
13,"extraneous input '.' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['68061351_0', '70424940_0', '71180839_0', '71372569_1', '71558241_2', '71766016_0', '71928224_0', '72475214_0', '72614322_0', '73135449_0', '73267710_0', '73352720_0', '73756010_0']"
12,"extraneous input '.' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['45614208_3', '46561759_1', '48898355_2', '49613580_0', '49613580_1', '49959824_1', '51333536_0', '56814247_0', '58942534_0', '61448898_0', '62971049_2', '65860069_1']"
12,"mismatched input '(' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['47911527_0', '52582875_0', '63018930_0', '66645883_0', '66611544_0', '67356893_0', '67590652_0', '68991900_0', '69805685_3', '70643149_3', '71405290_1', '72607997_0']"
12,"extraneous input ',' expecting {'=', ';', NL}","['49409209_0', '53876848_0', '54106709_0', '68422733_1', '68656074_0', '69400366_0', '69678541_1', '70531502_1', '71518895_0', '73508643_1', '73597585_0', '73756010_0']"
12,"mismatched input 'import' expecting {'=', ';', NL}","['70615375_2', '70751581_0', '70751581_1', '70837792_0', '71548214_1', '71767046_2', '71819186_3', '72068874_0', '73059934_0', '73281461_0', '73549643_0', '73817492_1']"
11,"extraneous input 'for' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['47993204_0', '49426625_0', '49051856_2', '50887478_1', '52582875_0', '54845472_1', '70159846_0', '70180939_1', '71553168_0', '72369941_0', '73536042_0']"
11,"mismatched input 'public' expecting {';', NL}","['48065343_3', '63018930_0', '66611544_0', '68986989_1', '69394882_1', '71186038_0', '72018991_0', '72337234_0', '72719985_1', '73272138_0', '73329915_0']"
11,"mismatched input 'public' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}","['52113202_3', '56564742_0', '68504552_0', '68656074_0', '69061349_2', '70322339_0', '70387515_0', '70400649_0', '70846917_0', '71716481_0', '73237205_3']"
10,"mismatched input 'of' expecting {'=', ';', NL}","['50566843_1', '67409550_1', '69535334_1', '70295695_0', '70808477_0', '71179331_1', '71564754_0', '73059934_0', '73495961_0', '73756010_0']"
10,mismatched input '<EOF>' expecting '}',"['53720026_0', '55982661_0', '65208750_0', '67258896_1', '68086585_0', '68504552_0', '69716493_0', '72187606_0', '72822287_0', '73597585_0']"
10,"extraneous input '}' expecting {';', NL}","['56564742_0', '57354628_1', '65800835_0', '65800835_2', '65813919_0', '65813919_1', '68427409_0', '70322339_0', '70755278_0', '71471252_0']"
10,"mismatched input 'decode_log' expecting {';', NL}","['69754900_0', '70017509_1', '70073459_0', '70107436_2', '71302194_1', '71674583_1', '71674583_2', '71719772_0', '72904936_0', '72904936_1']"
9,no viable alternative at input 'bytesmemory',"['32157648_2', '45930533_2', '53570963_1', '68976364_0', '70580169_0', '71361970_0', '71374176_5', '71981536_1', '72171885_0']"
9,mismatched input ';' expecting '(',"['35545625_2', '62098161_0', '65352645_0', '68468838_0', '69700895_0', '70666107_0', '71737241_1', '73352720_0', '73756010_0']"
9,"extraneous input 'for' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['47971193_1', '67493677_2', '68058473_0', '69754900_0', '69877319_1', '71263095_0', '73014541_3', '73024354_1', '73229429_0']"
9,no viable alternative at input 'from:',"['57690326_2', '57690326_3', '59713819_1', '59713819_3', '68241377_1', '70399988_1', '70804128_2', '71170701_3', '71471252_0']"
8,"mismatched input '.' expecting {'from', ')', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['43341622_1', '48065343_0', '48065343_2', '48065343_3', '55398634_1', '66831960_0', '71564754_0', '72977747_0']"
8,no viable alternative at input 'ParserError:',"['51918349_0', '62943847_1', '67700882_1', '70088935_1', '70290173_1', '70742806_2', '71171972_2', '71526130_1']"
8,"extraneous input '**' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['52582875_0', '59964839_0', '68671428_0', '69971218_0', '70273380_0', '73084220_0', '73162153_0', '73842617_0']"
8,"extraneous input ':' expecting {';', NL}","['57354628_1', '68128905_1', '70533031_0', '70603320_2', '70704418_1', '71343732_1', '71398729_0', '71767046_2']"
8,"extraneous input 'emit' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['67291011_2', '67409550_1', '67765614_0', '68196477_0', '70330907_0', '71263095_0', '71993838_0', '72062858_0']"
8,"mismatched input 'for' expecting {'=', ';', NL}","['68049580_1', '70545978_0', '70603320_1', '71385097_0', '71394659_0', '71624208_2', '72338868_0', '72813941_1']"
8,"mismatched input 'The' expecting {';', NL}","['68507885_1', '68507885_3', '68484713_1', '69314742_0', '72554752_1', '72729659_2', '73364556_0', '73555739_1']"
8,"extraneous input ')' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['69020268_1', '70052775_0', '70322339_0', '71518895_0', '71560492_0', '72573064_0', '72892760_0', '73249245_1']"
8,"extraneous input ')' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['69370832_0', '70399988_1', '72421775_1', '72818685_1', '72892760_0', '73344261_4', '73434613_1', '73917319_1']"
8,"mismatched input ',' expecting {'as', 'from'}","['70615375_2', '70751581_1', '70837792_0', '71767046_2', '71819186_3', '73281461_0', '73549643_0', '73817492_1']"
8,"extraneous input ')' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'struct', 'modifier', 'function', 'returns', 'event', 'enum', '[', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', 'override', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'constant', 'leave', 'external', 'internal', 'payable', 'private', 'public', 'virtual', 'pure', 'type', 'view', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['71129884_1', '71558241_2', '71946498_0', '71946498_2', '72369941_0', '72568095_0', '73182438_0', '73826105_1']"
7,"extraneous input '{' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['49426625_0', '57354628_1', '58956054_0', '69805685_3', '70804128_3', '70998818_1', '71693698_0']"
7,"extraneous input ':' expecting {'=', ';', NL}","['57688908_0', '70076943_0', '70685083_1', '71548214_1', '71597113_0', '71899314_0', '73525695_1']"
7,"extraneous input '{' expecting {'~', 'from', ',', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['59713819_1', '59713819_3', '68241377_1', '70399988_1', '70804128_2', '71170701_3', '71471252_0']"
7,"extraneous input '=' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['61222017_3', '62247259_1', '62247259_6', '70533031_0', '71767046_2', '72965653_0', '73536755_0']"
7,"mismatched input '-' expecting {'=', ';', NL}","['69774377_1', '70452624_0', '70459922_0', '70514336_1', '70603320_1', '70876767_4', '73237205_3']"
6,"mismatched input ';' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['35848756_0', '60508437_0', '70998818_1', '71214540_0', '71646570_1', '73522448_0']"
6,missing ')' at '{',"['40924990_0', '52690481_1', '67317392_2', '70674359_19', '73344261_4', '73434613_1']"
6,"mismatched input '(' expecting {'{', 'is'}","['42951618_1', '48861734_1', '58605003_0', '72818685_1', '72965653_0', '73536755_0']"
6,"mismatched input '.' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['47254328_0', '66118102_2', '66831960_0', '72531073_0', '72531073_1', '72977747_0']"
6,"extraneous input '=' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['47662768_0', '70998818_1', '71371357_0', '71646570_1', '71820678_0', '73522448_0']"
6,"extraneous input '.' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['48861734_1', '58605003_0', '71343732_1', '72818685_1', '72965653_0', '73664623_0']"
6,"extraneous input '(' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['53876848_0', '67036739_1', '68930866_0', '71646570_1', '71952469_0', '72925509_0']"
6,"mismatched input 'address' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['54904028_0', '57018803_0', '68811499_2', '69386723_0', '71422238_0', '71422238_1']"
6,"extraneous input ';' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['54904028_0', '56494475_0', '60381305_0', '67036739_1', '67356893_0', '69465001_0']"
6,no viable alternative at input 'Warning:',"['57970765_1', '59651032_1', '69258120_1', '70685083_1', '71558197_1', '71646570_0']"
6,no viable alternative at input 'address[]memory',"['64729032_2', '66914403_1', '69959058_1', '72076546_2', '72076546_3', '72468393_0']"
6,"mismatched input 'contracts' expecting {'=', ';', NL}","['67109613_0', '67641209_0', '67651899_0', '71951964_2', '71979670_2', '73099574_0']"
6,"extraneous input '{' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['67852023_0', '67852023_1', '68424735_0', '72356857_4', '72356857_10', '72769319_2']"
6,"mismatched input 'development' expecting {';', NL}","['70603320_1', '71385097_0', '71394659_0', '71624208_2', '72338868_0', '72813941_1']"
6,"mismatched input '>' expecting {'=', ';', NL}","['70920485_0', '70952409_0', '71258898_0', '71746449_0', '72925509_0', '73177126_0']"
5,no viable alternative at input 'stringmemory',"['32157648_9', '50043147_1', '56337630_0', '68697805_0', '73354944_0']"
